temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
28.11,36,1016.4,0.0,0.0,0.0,0,0,0,585.62,15.19,166.29,17.3,167.99,15.89,166.91,12.6,50.114495,40.715995,103.4353,2111.5456
30.63,27,1015.5,0.0,0.0,0.0,0,0,0,728.91,9.79,162.9,11.18,165.07,10.83,164.58,10.8,38.590059,30.15584,119.24596,2371.4087
32.25,20,1014.7,0.0,0.0,0.0,0,0,0,837.49,5.15,167.91,6.92,171.03,6.57,170.54,11.88,29.956204,21.721236,145.09006,2447.3208
32.67,18,1014.9,0.0,0.0,0.0,0,0,0,906.91,6.29,13.24,6.12,28.07,6.3,30.96,8.64,27.067299,18.721735,184.68174,2382.955
33.36,18,1014.7,0.0,0.0,0.0,0,0,0,923.82,8.31,17.65,9.51,29.48,9.51,29.48,9.72,31.464478,23.263531,221.82137,2186.3625
33.94,17,1014.1,0.0,0.0,0.0,0,0,0,892.67,6.62,22.38,7.29,32.91,7.79,33.69,9.72,40.93986,32.383357,244.80836,1805.6692
34.17,16,1013.5,0.0,0.0,0.0,0,0,0,817.02,6.52,6.34,6.83,18.43,6.83,18.43,9.36,52.842345,43.173479,259.28274,1285.7186
33.96,16,1013.3,0.0,0.0,0.0,0,0,0,702.21,10.08,360.0,10.5,5.91,10.5,5.91,12.24,65.839396,54.465612,270.07548,572.48362
33.19,18,1012.7,0.0,0.0,0.0,0,0,0,551.8,13.0,4.76,14.21,8.75,13.85,8.97,15.48,79.356286,65.76577,279.37762,50.280278
32.07,19,1012.9,0.0,0.0,0.0,0,0,0,380.92,13.14,9.46,13.56,10.71,12.85,11.31,18.0,91.728184,75.690794,287.38957,1.7288194
17.88,32,1016.7,0.0,0.0,0.0,0,0,0,0.0,11.44,208.18,12.23,227.39,13.22,209.36,10.08,117.78135,94.762252,54.674048,0.18661202
17.16,31,1017.3,0.0,0.0,0.0,0,0,0,0.0,11.92,208.89,16.12,240.57,13.89,211.22,13.68,103.85723,84.913942,64.59826,70.945052
18.01,32,1017.2,0.0,0.0,0.0,0,0,0,67.64,12.98,213.69,16.98,248.88,13.48,214.11,13.68,90.103265,74.448123,73.705953,429.49833
21.84,30,1016.9,0.0,0.0,0.0,0,0,0,242.97,8.79,214.99,12.82,231.84,8.09,212.28,10.8,76.376324,63.367387,82.649005,1104.2833
26.09,23,1016.8,0.0,0.0,0.0,0,0,0,425.42,6.41,231.84,6.92,231.34,5.86,227.49,9.36,62.930697,52.045087,92.179501,1693.3228
28.87,18,1016.0,0.0,0.0,0.0,0,0,0,597.19,9.22,218.66,9.0,216.87,8.5,216.38,10.08,50.089274,40.81692,103.55339,2107.2178
30.61,13,1015.2,0.0,0.0,0.0,0,0,0,742.26,14.8,221.05,15.58,220.31,14.57,219.99,24.12,38.535866,30.26568,119.37225,2366.3803
31.72,11,1014.9,0.0,0.0,0.0,0,0,0,853.51,12.9,239.86,13.4,239.3,12.78,237.65,20.52,29.863397,21.844579,145.16043,2430.7858
32.53,12,1014.6,0.0,0.0,0.0,0,0,0,921.15,5.04,270.0,4.32,270.0,3.96,270.0,15.84,26.944069,18.840467,184.55523,2387.161
33.24,12,1014.5,0.0,0.0,0.0,0,0,0,937.17,7.52,286.7,6.64,282.53,6.21,280.01,17.28,31.343685,23.348425,221.58247,2200.599
33.58,13,1014.3,0.0,0.0,0.0,0,0,0,903.35,14.48,304.88,12.89,305.91,12.39,305.54,20.16,40.838814,32.441821,244.59479,1864.332
33.07,14,1014.0,0.0,0.0,0.0,0,0,0,824.14,23.97,302.74,23.97,302.74,22.57,303.94,25.92,52.76047,43.220305,259.10741,1343.0956
31.76,14,1014.9,0.0,0.0,0.0,0,0,0,709.33,26.75,298.98,29.65,299.05,27.11,300.31,26.64,65.773217,54.509579,269.92659,594.67845
30.47,15,1015.6,0.0,0.0,0.0,0,0,0,560.7,23.19,295.77,25.77,294.78,23.36,294.59,24.12,79.303401,65.812097,279.24559,44.852476
29.37,18,1015.0,0.0,0.0,0.0,0,0,0,388.04,19.8,297.03,21.41,297.0,19.0,297.05,20.52,91.801181,75.831467,287.34212,0.91836735
13.24,74,1020.7,0.0,0.0,0.0,0,0,0,0.0,4.07,315.0,15.58,319.69,4.61,308.66,7.92,117.72095,94.808042,54.820417,0.28138889
12.57,78,1020.8,0.0,0.0,0.0,0,0,0,0.0,2.16,360.0,13.53,331.39,1.84,348.69,6.84,103.88859,85.019133,64.671119,71.232024
13.57,75,1020.8,0.0,0.0,0.0,0,0,0,65.86,1.08,90.0,9.26,346.5,0.72,90.0,4.68,90.124997,74.552294,73.789549,427.30444
17.74,59,1020.1,0.0,0.0,0.0,0,0,0,239.41,2.88,360.0,4.33,355.24,3.24,360.0,1.44,76.384576,63.468409,82.744404,1104.8934
21.26,45,1019.3,0.0,0.0,0.0,0,0,0,420.97,3.96,360.0,4.32,360.0,4.32,360.0,2.52,62.922752,52.145436,92.28931,1701.7518
24.59,36,1019.1,0.0,0.0,0.0,0,0,0,590.96,7.52,16.7,7.52,16.7,7.52,16.7,6.12,50.060067,40.920647,103.68018,2152.7871
26.72,31,1018.0,0.0,0.0,0.0,0,0,0,733.36,10.03,21.04,9.98,25.64,9.83,23.75,9.36,38.476693,30.379059,119.50885,2416.1216
28.32,29,1017.2,0.0,0.0,0.0,0,0,0,842.83,10.59,17.82,10.5,22.17,10.37,20.32,12.6,29.76453,21.972883,145.24148,2494.4847
29.25,28,1018.7,0.0,0.0,0.0,0,0,0,907.8,10.14,6.12,9.11,9.09,9.11,9.09,10.44,26.814705,18.965686,184.4336,2418.4975
30.38,26,1018.2,0.0,0.0,0.0,0,0,0,925.6,10.11,4.09,9.06,6.84,8.71,7.13,10.44,31.21847,23.439843,221.33994,2208.4036
31.14,24,1017.5,0.0,0.0,0.0,0,0,0,892.67,10.44,360.0,9.37,2.2,9.37,2.2,11.52,40.735281,32.506075,244.37509,1827.9522
31.54,24,1017.1,0.0,0.0,0.0,0,0,0,813.46,11.18,356.31,10.45,358.03,10.45,358.03,11.88,52.677474,43.272428,258.92624,1294.3797
31.59,24,1016.7,0.0,0.0,0.0,0,0,0,696.87,12.32,353.29,11.97,353.09,11.57,354.64,14.4,65.70686,54.558645,269.77254,589.23
31.17,24,1016.6,0.0,0.0,0.0,0,0,0,547.35,13.8,352.5,13.44,352.3,13.04,353.66,18.72,79.251048,65.863523,279.10899,55.590146
30.21,24,1016.5,0.0,0.0,0.0,0,0,0,378.25,13.8,352.5,13.76,353.99,12.65,355.1,19.8,91.414444,75.619568,286.99144,1.8195652
15.53,59,1020.2,0.0,0.0,0.0,0,0,0,0.0,1.08,90.0,9.83,336.25,1.48,75.96,5.4,117.65179,94.85266,54.978698,0.30310734
15.24,60,1020.3,0.0,0.0,0.0,0,0,0,0.0,3.1,144.46,6.3,329.04,3.71,150.95,3.24,103.9182,85.127144,64.749739,72.3675
17.14,53,1020.1,0.0,0.0,0.0,0,0,0,63.19,5.45,172.41,0.51,225.0,6.52,173.66,5.4,90.144637,74.659177,73.879245,426.06139
21.29,43,1019.8,0.0,0.0,0.0,0,0,0,234.07,2.16,180.0,2.16,180.0,2.16,180.0,4.68,76.390191,63.571923,82.846409,1092.0236
25.01,34,1019.2,0.0,0.0,0.0,0,0,0,415.63,0.36,360.0,0.36,90.0,0.36,90.0,4.68,62.911549,52.248254,92.406509,1672.14
27.56,28,1018.8,0.0,0.0,0.0,0,0,0,586.51,4.68,360.0,3.6,360.0,3.98,5.19,5.04,50.026838,41.027104,103.81553,2098.5694
29.19,25,1018.2,0.0,0.0,0.0,0,0,0,728.02,8.64,360.0,8.31,4.97,8.71,7.13,7.56,38.412499,30.495883,119.65544,2360.3782
30.19,25,1017.7,0.0,0.0,0.0,0,0,0,836.6,10.8,360.0,10.45,1.97,10.46,3.95,13.68,29.659523,22.105985,145.3328,2448.1381
30.86,23,1018.7,0.0,0.0,0.0,0,0,0,907.8,10.44,360.0,9.72,360.0,9.72,360.0,11.88,26.679119,19.097191,184.31717,2374.0048
31.74,20,1018.4,0.0,0.0,0.0,0,0,0,925.6,10.09,357.95,9.36,360.0,9.36,360.0,11.52,31.088843,23.53772,221.09452,2159.4056
32.37,19,1018.1,0.0,0.0,0.0,0,0,0,896.23,10.11,355.91,9.37,357.8,9.01,357.71,12.96,40.629342,32.576141,244.14972,1807.9117
32.67,18,1017.3,0.0,0.0,0.0,0,0,0,818.8,10.5,354.09,10.11,355.91,9.73,357.88,14.04,52.593454,43.329893,258.73948,1268.5461
32.64,18,1017.0,0.0,0.0,0.0,0,0,0,702.21,10.9,352.41,10.5,354.09,10.11,355.91,14.4,65.640419,54.612858,269.61349,570.30639
32.32,17,1017.1,0.0,0.0,0.0,0,0,0,551.8,11.66,351.12,11.61,352.87,10.82,356.19,15.12,79.199311,65.920094,278.96797,58.838056
31.5,17,1016.5,0.0,0.0,0.0,0,0,0,381.81,12.73,351.87,12.29,354.96,11.53,358.21,15.48,91.490462,75.771482,286.93635,1.7815603
17.64,44,1020.0,0.0,0.0,0.0,0,0,0,0.0,1.84,78.69,9.29,324.46,2.16,90.0,3.24,117.7039,94.983791,55.050769,1.2912429
16.62,49,1020.2,0.0,0.0,0.0,0,0,0,0.0,4.39,145.01,3.32,310.6,5.5,148.39,2.52,103.94593,85.237826,64.834113,79.480278
18.25,47,1020.1,0.0,0.0,0.0,0,0,0,61.41,6.88,173.99,4.02,190.3,7.7,169.22,4.68,90.162117,74.768676,73.975028,426.72861
22.54,39,1019.6,0.0,0.0,0.0,0,0,0,232.29,4.74,188.75,6.16,173.29,4.68,180.0,5.04,76.393119,63.677847,82.955006,1079.7117
26.59,32,1019.0,0.0,0.0,0.0,0,0,0,411.18,2.9,172.87,4.21,160.02,3.76,163.3,3.24,62.897066,52.353471,92.531087,1651.1381
29.19,26,1018.2,0.0,0.0,0.0,0,0,0,580.28,2.9,119.74,4.1,127.87,3.6,126.87,4.32,49.989597,41.13624,103.95944,2077.2933
31.01,21,1017.7,0.0,0.0,0.0,0,0,0,723.57,3.96,90.0,4.8,102.99,4.38,99.46,6.48,38.343346,30.616132,119.81209,2320.9125
32.16,19,1017.3,0.0,0.0,0.0,0,0,0,833.93,4.33,94.76,5.24,105.95,4.9,107.1,7.92,29.548513,22.243922,145.43457,2407.1895
33.07,16,1017.5,0.0,0.0,0.0,0,0,0,906.91,6.49,160.56,6.95,158.75,6.95,158.75,9.0,26.53751,19.235079,184.20613,2368.6936
33.87,15,1017.3,0.0,0.0,0.0,0,0,0,925.6,5.82,158.2,6.29,156.37,6.29,156.37,10.8,30.955006,23.642151,220.84636,2155.6358
34.42,15,1016.8,0.0,0.0,0.0,0,0,0,894.45,5.35,160.35,6.15,159.44,6.15,159.44,10.08,40.521166,32.652097,243.91883,1784.9208
34.63,15,1015.8,0.0,0.0,0.0,0,0,0,817.02,3.42,161.57,4.21,160.02,4.21,160.02,10.08,52.508549,43.392764,258.54729,1258.3089
34.61,14,1015.2,0.0,0.0,0.0,0,0,0,700.43,1.48,104.04,2.1,120.96,2.1,120.96,8.28,65.57401,54.672267,269.44958,570.99918
34.33,15,1015.3,0.0,0.0,0.0,0,0,0,550.02,4.02,26.57,3.83,41.19,3.83,41.19,5.76,79.148288,65.981844,278.82262,62.365278
33.56,17,1014.8,0.0,0.0,0.0,0,0,0,378.25,10.04,14.53,11.17,20.77,10.37,20.32,10.08,91.336649,75.749104,286.72749,2.2539855
19.04,45,1018.1,0.0,0.0,0.0,0,0,0,0.0,8.89,201.37,9.06,173.16,9.69,201.8,7.92,117.51992,94.959285,55.30471,1.1154971
19.17,39,1018.2,0.0,0.0,0.0,0,0,0,0.0,12.26,183.37,20.88,180.0,16.24,176.19,15.48,103.97168,85.351045,64.924238,78.158277
20.4,36,1018.2,0.0,0.0,0.0,0,0,0,59.63,15.16,184.09,27.45,184.51,16.24,183.81,18.72,90.177366,74.880698,74.076887,426.6125
23.53,39,1017.9,0.0,0.0,0.0,0,0,0,232.29,21.24,180.0,27.74,177.77,22.68,180.0,15.84,76.393311,63.786098,83.070172,1073.9925
26.47,32,1017.5,0.0,0.0,0.0,0,0,0,413.85,21.65,176.19,25.24,176.73,22.37,176.31,16.2,62.879272,52.461016,92.66301,1655.3685
29.39,24,1017.3,0.0,0.0,0.0,0,0,0,586.51,18.72,178.9,20.88,179.01,19.08,178.92,13.68,49.948342,41.247998,104.11186,2064.272
31.6,18,1016.4,0.0,0.0,0.0,0,0,0,731.58,13.7,183.01,14.06,182.94,13.32,181.55,9.72,38.269264,30.739763,119.97875,2298.3886
32.85,15,1015.7,0.0,0.0,0.0,0,0,0,842.83,9.01,182.29,9.37,182.2,9.0,180.0,12.96,29.431577,22.38667,145.5468,2396.7181
32.99,13,1016.5,0.0,0.0,0.0,0,0,0,918.48,12.1,202.75,12.25,204.3,11.77,203.43,11.52,26.39001,19.379361,184.10071,2354.0347
33.88,11,1016.2,0.0,0.0,0.0,0,0,0,937.17,9.03,203.5,9.03,203.5,8.7,204.44,8.64,30.81712,23.753188,220.59579,2122.8493
34.47,10,1015.6,0.0,0.0,0.0,0,0,0,907.8,6.62,202.38,6.95,201.25,6.49,199.44,9.36,40.410906,32.734008,243.68267,1772.9497
34.76,9,1014.9,0.0,0.0,0.0,0,0,0,830.37,3.1,215.54,3.22,206.57,3.22,206.57,6.84,52.422894,43.461099,258.34982,1239.4458
34.81,9,1014.6,0.0,0.0,0.0,0,0,0,712.89,1.84,281.31,1.08,270.0,1.08,270.0,6.12,65.507747,54.736922,269.28093,566.97778
34.46,10,1014.3,0.0,0.0,0.0,0,0,0,559.81,4.33,318.37,4.02,333.43,3.71,330.95,6.84,79.098072,66.04881,278.67307,67.755711
33.55,11,1013.8,0.0,0.0,0.0,0,0,0,385.37,6.88,317.12,7.29,327.09,6.99,325.49,10.44,91.066991,75.640972,286.43886,3.1170455
16.68,74,1017.7,0.0,0.0,0.0,0,0,0,0.0,8.91,226.64,9.01,267.71,11.97,226.22,12.6,117.45188,95.017868,55.476569,3.3991071
17.16,71,1017.5,0.0,0.0,0.0,0,0,0,0.0,8.59,213.02,4.32,270.0,10.88,214.22,5.76,103.99533,85.466643,65.020104,88.220089
19.22,61,1017.1,0.0,0.0,0.0,0,0,0,56.96,8.56,194.62,2.74,203.2,8.56,194.62,3.24,90.190315,74.995144,74.184807,417.47306
23.6,47,1016.9,0.0,0.0,0.0,0,0,0,226.06,5.04,180.0,6.12,180.0,4.68,180.0,5.04,76.390721,63.896594,83.191896,1037.7108
27.45,36,1016.3,0.0,0.0,0.0,0,0,0,404.95,5.41,176.19,6.12,180.0,5.77,176.42,3.6,62.85815,52.570823,92.802277,1610.95
29.64,28,1015.7,0.0,0.0,0.0,0,0,0,573.16,3.4,147.99,3.71,150.95,3.71,150.95,8.28,49.903092,41.362335,104.27283,2021.9484
31.18,23,1015.0,0.0,0.0,0.0,0,0,0,716.45,1.94,158.2,2.74,156.8,2.74,156.8,9.72,38.190337,30.866777,120.15551,2261.6714
32.52,20,1014.4,0.0,0.0,0.0,0,0,0,825.92,1.8,216.87,2.41,206.57,2.28,198.43,10.08,29.308895,22.534306,145.66967,2393.2847
34.66,15,1014.1,0.0,0.0,0.0,0,0,0,890.89,10.95,313.67,10.44,313.6,9.93,313.53,15.12,30.67541,23.870931,220.34292,1076.2814
18.47,66,1015.9,0.0,0.0,0.0,0,0,0,0.0,5.77,183.58,4.9,306.03,6.16,186.71,2.88,117.26425,94.999494,55.742483,37.001235
17.78,69,1015.7,0.0,0.0,0.0,0,0,0,0.0,8.64,180.0,2.62,164.05,10.8,180.0,4.32,104.01686,85.584691,65.121769,114.57361
20.35,58,1015.3,0.0,0.0,2.7,9,0,0,62.3,10.11,175.91,10.31,167.91,10.5,174.09,9.36,90.200891,75.111971,74.298787,424.78194
25.07,44,1014.6,0.0,0.0,0.0,0,0,0,224.28,7.93,177.4,11.01,168.69,8.29,177.51,9.36,76.385278,64.009273,83.320101,964.85891
29.39,30,1013.9,0.0,0.0,0.0,0,0,0,398.72,9.36,180.0,10.44,180.0,9.72,180.0,9.72,62.833627,52.682816,92.948698,899.89639
18.48,37,1016.4,0.0,0.0,4.8,16,0,0,0.0,5.9,217.57,1.14,288.43,7.13,225.0,1.44,117.66671,95.386662,55.572232,8.5900585
17.36,40,1016.6,0.0,0.0,0.0,0,0,0,0.0,9.36,180.0,5.69,161.57,11.17,178.15,6.48,104.03611,85.704952,65.229186,185.27833
31.19,19,1014.7,0.0,0.0,0.0,0,0,0,585.62,18.16,219.37,19.91,220.6,18.63,221.08,25.92,65.310886,54.962792,268.74819,307.55111
24.56,34,1016.2,0.0,0.0,0.0,0,0,0,185.12,11.84,199.54,13.24,202.38,11.87,194.04,21.96,76.365697,64.240858,83.595899,1112.5712
28.22,25,1015.4,0.0,0.0,0.0,0,0,0,742.26,11.97,248.84,12.1,247.25,11.44,245.85,15.12,39.951505,33.121872,242.69248,1816.8825
29.42,24,1014.5,0.0,0.0,0.0,0,0,0,579.39,16.56,271.25,17.64,270.0,16.2,270.0,19.08,65.246243,55.048846,268.56224,643.25121
28.97,24,1014.4,0.0,0.0,0.0,0,0,0,538.45,16.62,265.03,17.82,261.87,16.39,261.16,19.08,78.907058,66.369525,278.03538,38.241111
28.21,26,1013.9,0.0,0.0,2.7,9,0,0,377.36,17.28,268.81,18.81,264.51,17.37,264.05,21.24,89.887485,75.170495,285.17468,0.25952381
25.6,51,1016.1,0.0,0.0,0.0,0,0,0,552.69,13.8,352.5,14.15,352.69,13.4,353.83,12.6,49.472576,42.229362,105.62629,2142.621
30.12,26,1016.0,0.0,0.0,0.0,0,0,0,835.71,12.64,340.02,12.18,341.03,11.38,341.57,13.32,39.469065,33.607397,241.64509,1897.8165
29.96,24,1015.7,0.0,0.0,0.0,0,0,0,511.75,13.55,343.01,13.45,344.48,12.66,345.17,14.76,78.735717,66.775992,277.34036,38.398032
29.17,25,1015.2,0.0,0.0,0.0,0,0,0,361.34,12.78,350.27,12.73,351.87,11.97,353.09,14.4,90.353918,76.049743,284.90711,0.50791667
16.12,73,1017.4,0.0,0.0,0.0,0,0,0,0.0,7.07,194.74,15.75,169.46,7.64,188.13,13.32,104.10092,86.470135,65.994397,52.446667
18.03,69,1016.9,0.0,0.0,0.0,0,0,0,43.61,10.83,195.42,26.41,169.0,11.93,185.19,23.76,90.203643,75.989082,75.264231,405.03234
21.85,64,1016.4,0.0,0.0,0.0,0,0,0,207.37,17.87,170.73,21.67,175.24,19.25,172.48,14.76,76.264381,64.853079,84.396417,1076.0933
24.21,55,1016.2,0.0,0.0,0.0,0,0,0,385.37,15.91,174.81,18.42,175.52,16.62,175.03,13.32,62.565885,53.523173,94.170974,1677.8983
26.61,44,1015.5,0.0,0.0,0.0,0,0,0,554.47,9.72,180.0,11.16,180.0,10.44,180.0,9.0,49.395546,42.362727,105.85041,2169.5969
28.41,37,1014.5,0.0,0.0,0.0,0,0,0,661.27,2.28,198.43,3.67,191.31,3.32,192.53,6.12,37.38306,31.996101,121.90025,2424.6072
29.89,30,1013.9,0.0,0.0,0.0,0,0,0,809.01,2.1,300.96,1.44,270.0,1.08,270.0,7.92,28.115901,23.876239,146.99107,2553.3528
30.92,21,1014.2,0.0,0.0,0.0,0,0,0,884.66,11.71,315.0,10.69,315.0,10.18,315.0,15.12,24.804115,20.951743,183.42957,2561.2911
31.58,18,1013.5,0.0,0.0,0.0,0,0,0,906.91,12.22,315.0,11.46,316.27,10.95,316.33,15.12,29.410943,25.04678,218.30907,1153.2661
31.94,17,1012.6,0.0,0.0,0.0,0,0,0,879.32,12.82,308.16,12.31,307.87,11.81,307.57,15.12,39.345881,33.744161,241.37657,1418.6069
31.97,18,1011.9,0.0,0.0,0.0,0,0,0,802.78,13.32,308.42,12.89,305.91,12.31,307.87,15.12,51.637869,44.328812,256.37253,1207.33
31.79,19,1011.7,0.0,0.0,0.0,0,0,0,685.3,13.39,306.25,13.48,304.11,12.89,305.91,14.76,64.934845,55.561085,267.57638,663.93417
31.3,19,1011.2,0.0,0.0,0.0,0,0,0,534.89,14.62,308.0,14.69,306.03,13.61,307.48,16.2,78.696501,66.891104,277.15854,122.58019
30.42,20,1010.9,0.0,0.0,0.0,0,0,0,363.12,14.57,309.99,15.58,310.31,14.29,310.91,16.92,90.329754,76.169705,284.7388,2.29125
13.3,77,1013.9,0.0,0.0,0.0,0,0,0,0.0,3.55,293.96,14.69,300.96,2.41,296.57,4.68,104.10299,86.604599,66.141875,59.655
13.94,74,1013.8,0.0,0.0,0.0,0,0,0,42.72,3.6,306.87,16.12,299.43,2.31,308.66,3.24,90.19328,76.121988,75.425716,414.09613
18.2,58,1013.4,0.0,0.0,0.0,0,0,0,209.15,9.22,321.34,9.02,331.39,8.59,326.98,8.28,76.234954,64.980751,84.575148,1097.0597
20.38,49,1012.8,0.0,0.0,0.0,0,0,0,389.82,15.41,322.59,17.15,320.96,15.41,322.59,10.8,62.513836,53.650686,94.372917,1614.8777
21.68,40,1013.0,0.0,0.0,0.0,0,0,0,560.7,15.68,328.13,16.78,324.61,15.58,326.31,12.24,49.314173,42.497914,106.08242,2163.8936
23.52,36,1012.4,0.0,0.0,0.0,0,0,0,704.88,14.97,332.82,15.32,330.42,14.34,331.5,15.48,37.260827,32.150995,122.15749,2451.2855
25.3,34,1011.4,0.0,0.0,0.0,0,0,0,817.02,16.3,329.47,16.49,328.39,15.5,329.26,21.96,27.941307,24.063614,147.19593,2551.6754
27.05,30,1011.9,0.0,0.0,0.0,0,0,0,881.1,18.6,312.65,18.63,311.08,17.58,312.51,26.28,24.6005,21.155733,183.38722,2521.1361
27.81,30,1011.9,0.0,0.0,0.0,0,0,0,902.46,20.39,312.14,20.93,310.82,19.64,311.28,27.0,29.23867,25.222884,218.05826,2050.7022
28.03,32,1011.4,0.0,0.0,0.0,0,0,0,873.09,21.92,312.34,22.45,311.1,20.9,312.21,25.92,39.221973,33.887105,241.10585,1921.4207
17.17,58,1017.3,0.0,0.0,0.0,0,0,0,564.26,15.73,15.95,16.28,18.03,15.48,17.59,16.92,49.228894,42.635243,106.32171,2205.1603
19.68,49,1016.7,0.0,0.0,0.0,0,0,0,711.11,18.9,17.74,19.59,20.43,18.33,19.5,18.36,37.133987,32.308829,122.42268,2474.6871
21.72,42,1016.3,0.0,0.0,0.0,0,0,0,825.03,19.39,21.8,20.0,23.33,18.72,22.62,13.68,27.761169,24.255149,147.40863,2541.7608
25.19,40,1015.8,0.0,0.0,0.0,0,0,0,884.66,14.24,20.73,14.18,23.96,13.38,23.81,11.16,24.391601,21.365259,183.35136,2502.17
26.32,35,1015.6,0.0,0.0,0.0,0,0,0,906.91,13.71,23.2,13.68,26.57,13.2,25.87,12.96,29.063631,25.405296,217.80939,2307.3971
27.15,31,1015.4,0.0,0.0,0.0,0,0,0,879.32,14.58,20.22,14.51,23.39,14.18,23.96,12.6,39.097433,34.036187,240.83338,1930.6742
27.46,28,1014.8,0.0,0.0,0.0,0,0,0,802.78,15.38,20.56,15.32,23.55,14.84,22.83,12.24,51.465146,44.584619,255.89342,1391.3219
27.45,27,1015.0,0.0,0.0,0.0,0,0,0,687.08,14.99,24.1,15.29,26.57,14.49,26.57,11.88,64.817475,55.804495,267.15865,661.16197
27.07,26,1014.9,0.0,0.0,0.0,0,0,0,536.67,14.84,22.83,15.14,25.35,14.66,24.68,12.24,78.622857,67.137515,276.78601,23.547222
26.17,25,1014.6,0.0,0.0,0.0,0,0,0,364.01,15.32,23.55,16.27,24.86,15.46,24.78,12.96,89.819806,76.062593,284.09072,0.021351224
14.53,76,1016.9,0.0,0.0,0.0,0,0,0,0.0,14.4,181.43,31.21,172.71,18.37,182.25,12.6,104.09996,86.879918,66.453697,49.468333
20.14,68,1015.8,0.0,0.0,0.0,0,0,0,202.03,18.36,180.0,21.6,180.0,19.8,180.0,14.04,76.166835,65.240913,84.950726,1092.9591
23.56,50,1015.6,0.0,0.0,0.0,0,0,0,380.92,11.44,192.72,11.87,194.04,11.37,190.95,12.24,62.39945,53.910899,94.796431,1684.0058
26.85,35,1015.7,0.0,0.0,0.0,0,0,0,550.91,7.34,258.69,7.21,267.14,6.52,263.66,10.8,49.13977,42.774704,106.56821,2148.958
28.61,26,1014.9,0.0,0.0,0.0,0,0,0,696.87,13.2,281.0,13.4,276.17,12.68,276.52,17.64,37.002644,32.469622,122.69575,2400.9521
29.79,23,1014.3,0.0,0.0,0.0,0,0,0,809.9,13.8,285.12,13.49,279.21,12.43,280.01,17.28,27.575653,24.450892,147.6291,2482.3642
31.14,17,1014.0,0.0,0.0,0.0,0,0,0,884.66,13.58,302.01,13.22,299.36,12.29,301.83,20.52,24.177643,21.580372,183.32189,2442.7958
31.89,16,1013.5,0.0,0.0,0.0,0,0,0,906.02,15.28,304.44,14.88,302.15,13.98,304.51,20.88,28.886051,25.594042,217.56253,2251.1023
32.34,15,1013.1,0.0,0.0,0.0,0,0,0,876.65,16.58,304.38,16.38,303.34,15.28,304.44,21.6,38.972432,34.19142,240.55929,1881.9486
32.38,15,1012.7,0.0,0.0,0.0,0,0,0,800.11,18.17,303.69,18.47,303.07,17.37,304.02,22.32,51.379693,44.721176,255.64966,1350.1942
32.1,15,1012.4,0.0,0.0,0.0,0,0,0,683.52,19.38,305.17,19.97,303.98,18.37,304.62,24.12,64.760661,55.934464,266.94536,641.33083
31.59,15,1012.5,0.0,0.0,0.0,0,0,0,532.22,20.75,308.66,21.99,309.69,19.91,310.6,24.48,78.588536,67.268795,276.59552,18.256944
14.39,99,1015.7,0.0,0.0,0.0,0,0,0,0.0,5.12,309.29,11.72,317.49,5.86,312.51,9.36,104.09494,87.020861,66.617976,37.909722
18.43,77,1015.3,0.0,0.0,0.0,0,0,0,199.36,8.29,357.51,8.65,357.61,8.28,360.0,11.52,76.128141,65.373317,85.14743,1106.1028
20.95,64,1014.9,0.0,0.0,0.0,0,0,0,377.36,11.17,1.85,11.53,1.79,10.82,3.81,16.92,62.337154,54.043536,95.017796,1730.3514
23.13,54,1014.8,0.0,0.0,0.0,0,0,0,546.46,10.44,360.0,10.08,360.0,9.72,360.0,17.64,49.046823,42.916263,106.82168,2184.3081
25.82,42,1014.1,0.0,0.0,0.0,0,0,0,689.75,10.31,347.91,10.14,343.5,9.69,344.93,16.2,36.866809,32.63331,122.97628,2462.3856
28.39,33,1012.8,0.0,0.0,0.0,0,0,0,802.78,11.27,333.43,10.63,331.7,10.31,335.22,15.84,27.38469,24.650689,147.85675,2558.2554
29.09,25,1014.3,0.0,0.0,0.0,0,0,0,882.88,14.08,327.53,13.78,326.73,13.09,328.5,19.8,23.958499,21.80082,183.29873,2488.1073
30.44,20,1014.1,0.0,0.0,0.0,0,0,0,906.02,15.7,323.39,15.41,322.59,14.4,323.13,20.52,28.705939,25.788951,217.3182,2284.9744
31.31,15,1013.9,0.0,0.0,0.0,0,0,0,880.21,16.92,321.91,16.87,320.19,15.86,320.53,21.24,38.847051,34.352737,240.28404,1901.7589
31.61,13,1012.9,0.0,0.0,0.0,0,0,0,806.34,18.16,320.63,18.44,321.34,17.21,322.65,21.96,51.294968,44.863478,255.40342,1374.99
31.44,13,1012.9,0.0,0.0,0.0,0,0,0,690.64,18.12,319.03,18.39,319.76,17.15,320.96,20.52,64.705185,56.069925,266.72933,653.21028
